IATA_CODE,ICAO_CODE,APT_NAME,APT_CAT,FAA_ROLE,STATE,CITY_SERVED
GON,KGON,Groton–New London Airport,General aviation airports,GA,Connecticut,Groton / New London
,KMMK,Meriden Markham Municipal Airport,General aviation airports,GA,Connecticut,Meriden
OXC,KOXC,Waterbury–Oxford Airport,General aviation airports,GA,Connecticut,Oxford
,KIJD,Windham Airport,General aviation airports,GA,Connecticut,Willimantic
,KSNC,Chester Airport,Other public-use airports (not listed in NPIAS),,Connecticut,Chester
,,Goodspeed Airport,Other public-use airports (not listed in NPIAS),,Connecticut,East Haddam
,,Ellington Airport,Other public-use airports (not listed in NPIAS),,Connecticut,Ellington
,,Salmon River Airfield,Other public-use airports (not listed in NPIAS),,Connecticut,Marlborough
,,Candlelight Farms Airport,Other public-use airports (not listed in NPIAS),,Connecticut,New Milford
,,Toutant Airport,Other public-use airports (not listed in NPIAS),,Connecticut,Putnam
,,Simsbury Airport (Simsbury Tri-Town Airport),Other public-use airports (not listed in NPIAS),,Connecticut,Simsbury
,,Skylark Airpark,Other public-use airports (not listed in NPIAS),,Connecticut,Warehouse Point
,,Waterbury Airport,Other public-use airports (not listed in NPIAS),,Connecticut,Waterbury
,,Whelan Farms Airport,Notable private-use airports,,Connecticut,Bethlehem
,,Thomson Field Airport,Notable private-use airports,,Connecticut,Bethlehem
,,Irish Hills Farm Airport,Notable private-use airports,,Connecticut,Bethlehem
,,Gager Field Airport,Notable private-use airports,,Connecticut,Bozrah
,,Green Acres Airport,Notable private-use airports,,Connecticut,Bristol
,,Gardner Lake Airport,Notable private-use airports,,Connecticut,Colchester
,,Ski's Landing Area Airport,Notable private-use airports,,Connecticut,Colchester
,,Heckler Field Airport,Notable private-use airports,,Connecticut,Coventry
,,Maplewood Farm Airport,Notable private-use airports,,Connecticut,Durham
,,Devils Hopyard Field Airport,Notable private-use airports,,Connecticut,East Haddam
,,Roberts Farm Airport,Notable private-use airports,,Connecticut,East Windsor
,,Wysocki Field Airport,Notable private-use airports,,Connecticut,Ellington
,,Laurie Field Airport,Notable private-use airports,,Connecticut,Enfield
,,Wings Ago Airstrip,Notable private-use airports,,Connecticut,Goshen
,,Spruce Airport,Notable private-use airports,,Connecticut,Griswold
,,Bee Field Airport,Notable private-use airports,,Connecticut,Jewett City
,,Rankl Field Airport,Notable private-use airports,,Connecticut,Marlborough
,,Flying Ridge Airstrip,Notable private-use airports,,Connecticut,Newtown
,,North Canaan Airport,Notable private-use airports,,Connecticut,North Canaan
,,Wychwood Field Airport,Notable private-use airports,,Connecticut,North Stonington
,,Mile Creek Airport,Notable private-use airports,,Connecticut,Old Lyme
,,Good Hill Farm Airport,Notable private-use airports,,Connecticut,Roxbury
,,Bancroft Airport,Notable private-use airports,,Connecticut,South Windsor
,,Stonington Airpark,Notable private-use airports,,Connecticut,Stonington
,,Gallup Farm Airport,Notable private-use airports,,Connecticut,Voluntown
,,Cambrown Airport,Notable private-use airports,,Connecticut,Washington
,,Westford Airstrip,Notable private-use airports,,Connecticut,Westford
,,Woodstock Airport,Notable private-use airports,,Connecticut,Woodstock
,,"Ansonia Airport (closed 1988-89, now suburban housing)[1]",Notable former airports,,Connecticut,Ansonia
,,"Bethany Airport (closed 1966, now town land)[1]",Notable former airports,,Connecticut,Bethany
,,"Stephenson Field, later Bristol Airport (closed 1955-58, now ESPN HQ)[2]",Notable former airports,,Connecticut,Bristol
,,"Rentschler Field (closed 1993-97, now stadium, retail)[2]",Notable former airports,,Connecticut,East Hartford
,,"Doane Airport, later Essex Airport (closed 1955-56, still undeveloped)[3]",Notable former airports,,Connecticut,Essex
,,"Hamden Airport (closed 1936, now industrial park)[2]",Notable former airports,,Connecticut,Hamden
,,"Griswold Airport (closed 2007, now municipal athletic fields)[1]",Notable former airports,,Connecticut,Madison
,,"Monroe Airport (closed 1973-79, now cemeteries)[2]",Notable former airports,,Connecticut,Monroe
,,"Norwalk Airport (closed 1940-41, now parochial school)[2]",Notable former airports,,Connecticut,Norwalk
,,"Pachaug Airport, later Lakeside Airport (closed 1993, now industrial park)[3]",Notable former airports,,Connecticut,Pachaug
,,"Salem Airport (closed 1951-1960, still undeveloped)[3]",Notable former airports,,Connecticut,Salem
,,Swift Airfield (closed by 2016)[3],Notable former airports,,Connecticut,Stafford Springs
,,"New London–Waterford Airport (closed 1988, still undeveloped)[3]",Notable former airports,,Connecticut,Waterford
,,"H & H Airport, later West Haven Airport (closed 1950, now suburban housing, elementary school)[1]",Notable former airports,,Connecticut,West Haven
ILG,KILG,Wilmington Airport,Commercial service – primary airports,P-N,Delaware,Wilmington
,KEVY,Summit Airport,Reliever airports,R,Delaware,Middletown
,,Delaware Airpark,General aviation airports,GA,Delaware,Dover / Cheswold
GED,KGED,Delaware Coastal Airport,General aviation airports,GA,Delaware,Georgetown
,,Chandelle Airport,Other public-use airports (not listed in NPIAS),,Delaware,Dover
,,Chorman Airport,Other public-use airports (not listed in NPIAS),,Delaware,Farmington
,,Albanna Aviation Airport,Other public-use airports (not listed in NPIAS),,Delaware,Felton
,,Laurel Airport,Other public-use airports (not listed in NPIAS),,Delaware,Laurel
,,Smyrna Airport,Other public-use airports (not listed in NPIAS),,Delaware,Smyrna
,,Jenkins Airport,Other public-use airports (not listed in NPIAS),,Delaware,Wyoming
DOV,KDOV,Dover Air Force Base / Civil Air Terminal at Dover AFB,Other military airports,,Delaware,Dover
,,Rehoboth Airport (closed 1987) [1],Notable former airports,,Delaware,Rehoboth Beach
DAB,KDAB,Daytona Beach International Airport,Commercial service – primary airports,P-N,Florida,Daytona Beach
FLL,KFLL,Fort Lauderdale–Hollywood International Airport,Commercial service – primary airports,P-L,Florida,Fort Lauderdale
RSW,KRSW,Southwest Florida International Airport,Commercial service – primary airports,P-M,Florida,Fort Myers
VPS,KVPS,Destin–Fort Walton Beach Airport / Eglin Air Force Base,Commercial service – primary airports,P-S,Florida,Fort Walton Beach
GNV,KGNV,Gainesville Regional Airport,Commercial service – primary airports,P-N,Florida,Gainesville
JAX,KJAX,Jacksonville International Airport,Commercial service – primary airports,P-M,Florida,Jacksonville
EYW,KEYW,Key West International Airport,Commercial service – primary airports,P-S,Florida,Key West
MLB,KMLB,Melbourne Orlando International Airport,Commercial service – primary airports,P-N,Florida,Melbourne
MIA,KMIA,Miami International Airport,Commercial service – primary airports,P-L,Florida,Miami
MCO,KMCO,Orlando International Airport,Commercial service – primary airports,P-L,Florida,Orlando
ECP,KECP,Northwest Florida Beaches International Airport,Commercial service – primary airports,P-S,Florida,Panama City
PNS,KPNS,Pensacola International Airport,Commercial service – primary airports,P-S,Florida,Pensacola
PGD,KPGD,Punta Gorda Airport,Commercial service – primary airports,P-S,Florida,Punta Gorda
SFB,KSFB,Orlando Sanford International Airport,Commercial service – primary airports,P-S,Florida,Sanford
SRQ,KSRQ,Sarasota–Bradenton International Airport,Commercial service – primary airports,P-S,Florida,Sarasota
PIE,KPIE,St. Pete–Clearwater International Airport,Commercial service – primary airports,P-S,Florida,St. Petersburg
TLH,KTLH,Tallahassee International Airport,Commercial service – primary airports,P-N,Florida,Tallahassee
TPA,KTPA,Tampa International Airport,Commercial service – primary airports,P-L,Florida,Tampa
PBI,KPBI,Palm Beach International Airport,Commercial service – primary airports,P-M,Florida,West Palm Beach
FXE,KFXE,Fort Lauderdale Executive Airport,Commercial service – nonprimary airports,CS,Florida,Fort Lauderdale
VRB,KVRB,Vero Beach Regional Airport,Commercial service – nonprimary airports,CS,Florida,Vero Beach
BCT,KBCT,Boca Raton Airport,Reliever airports,R,Florida,Boca Raton
CLW,KCLW,Clearwater Air Park,Reliever airports,R,Florida,Clearwater
FMY,KFMY,Page Field,Reliever airports,R,Florida,Fort Myers
HWO,KHWO,North Perry Airport,Reliever airports,R,Florida,Hollywood
CRG,KCRG,Jacksonville Executive at Craig Airport (was Craig Municipal Airport),Reliever airports,R,Florida,Jacksonville
,KHEG,Herlong Recreational Airport (was Herlong Airport),Reliever airports,R,Florida,Jacksonville
ISM,KISM,Kissimmee Gateway Airport,Reliever airports,R,Florida,Kissimmee
LAL,KLAL,Lakeland Linder International Airport,Reliever airports,R,Florida,Lakeland
TMB,KTMB,Miami Executive Airport,Reliever airports,R,Florida,Miami
OPF,KOPF,Miami-Opa Locka Executive Airport (was Opa-locka Airport),Reliever airports,R,Florida,Miami
ORL,KORL,Executive Airport,Reliever airports,R,Florida,Orlando
SPG,KSPG,Albert Whitted Airport,Reliever airports,R,Florida,St. Petersburg
TPF,KTPF,Peter O. Knight Airport,Reliever airports,R,Florida,Tampa
,KVDF,Tampa Executive Airport (was Vandenberg Airport),Reliever airports,R,Florida,Tampa
VNC,KVNC,Venice Municipal Airport,Reliever airports,R,Florida,Venice
,,North Palm Beach County General Aviation Airport,Reliever airports,R,Florida,West Palm Beach
LNA,KLNA,Palm Beach County Park Airport (Lantana Airport),Reliever airports,R,Florida,West Palm Beach / Lantana
AAF,KAAF,Apalachicola Regional Airport-Cleve Randolph Field,General aviation airports,GA,Florida,Apalachicola
,,Arcadia Municipal Airport,General aviation airports,GA,Florida,Arcadia
AVO,KAVO,Avon Park Executive Airport,General aviation airports,GA,Florida,Avon Park
BOW,KBOW,Bartow Executive Airport,General aviation airports,GA,Florida,Bartow
,,Belle Glade State Municipal Airport,General aviation airports,GA,Florida,Belle Glade
,,Calhoun County Airport,General aviation airports,GA,Florida,Blountstown
,,Tri-County Airport,General aviation airports,GA,Florida,Bonifay
,KBKV,Brooksville–Tampa Bay Regional Airport,General aviation airports,GA,Florida,Brooksville
CDK,KCDK,George T. Lewis Airport,General aviation airports,GA,Florida,Cedar Key
,,Airglades Airport,General aviation airports,GA,Florida,Clewiston
CEW,KCEW,Bob Sikes Airport,General aviation airports,GA,Florida,Crestview
CTY,KCTY,Cross City Airport,General aviation airports,GA,Florida,Cross City
,KCGC,Crystal River Airport-Captain Tom Davis Field,General aviation airports,GA,Florida,Crystal River
,,DeFuniak Springs Airport,General aviation airports,GA,Florida,DeFuniak Springs
,KDED,DeLand Municipal Airport (Sidney H. Taylor Field),General aviation airports,GA,Florida,DeLand
DSI,KDTS,Destin Executive Airport,General aviation airports,GA,Florida,Destin
,,Marion County Airport,General aviation airports,GA,Florida,Dunnellon
,,Everglades Airpark,General aviation airports,GA,Florida,Everglades City
,KFHB,Fernandina Beach Municipal Airport,General aviation airports,GA,Florida,Fernandina Beach
FPR,KFPR,Treasure Coast International Airport,General aviation airports,GA,Florida,Fort Pierce
,,Valkaria Airport,General aviation airports,GA,Florida,Grant-Valkaria
,,Hilliard Airpark,General aviation airports,GA,Florida,Hilliard
,,Miami Homestead General Aviation Airport,General aviation airports,GA,Florida,Homestead
IMM,KIMM,Immokalee Regional Airport (was Immokalee Airport),General aviation airports,GA,Florida,Immokalee
,KINF,Inverness Airport,General aviation airports,GA,Florida,Inverness
NZC,KVQQ,Cecil Airport (was Cecil Field),General aviation airports,GA,Florida,Jacksonville
,,Keystone Heights Airport (Keystone Airpark),General aviation airports,GA,Florida,Keystone Heights
,,LaBelle Municipal Airport,General aviation airports,GA,Florida,LaBelle
LCQ,KLCQ,Lake City Gateway Airport (was Lake City Municipal),General aviation airports,GA,Florida,Lake City
,,Lake Wales Municipal Airport,General aviation airports,GA,Florida,Lake Wales
LEE,KLEE,Leesburg International Airport,General aviation airports,GA,Florida,Leesburg
,,Suwannee County Airport,General aviation airports,GA,Florida,Live Oak
MTH,KMTH,The Florida Keys Marathon International Airport,General aviation airports,GA,Florida,Marathon
MRK,KMKY,Marco Island Executive Airport,General aviation airports,GA,Florida,Marco Island
,KMAI,Marianna Municipal Airport,General aviation airports,GA,Florida,Marianna
COI,KCOI,Merritt Island Airport,General aviation airports,GA,Florida,Merritt Island
TNT,KTNT,Dade-Collier Training and Transition Airport,General aviation airports,GA,Florida,Miami
MPB,,Miami Seaplane Base (was Watson Island Int'l SPB),General aviation airports,GA,Florida,Miami
,,Peter Prince Field,General aviation airports,GA,Florida,Milton
APF,KAPF,Naples Municipal Airport,General aviation airports,GA,Florida,Naples
,KEVB,New Smyrna Beach Municipal Airport,General aviation airports,GA,Florida,New Smyrna Beach
OCF,KOCF,Ocala International Airport (Jim Taylor Field),General aviation airports,GA,Florida,Ocala
OBE,KOBE,Okeechobee County Airport,General aviation airports,GA,Florida,Okeechobee
,KOMN,Ormond Beach Municipal Airport,General aviation airports,GA,Florida,Ormond Beach
PHK,KPHK,Palm Beach County Glades Airport,General aviation airports,GA,Florida,Pahokee
,,Palatka Municipal Airport (Lt. Kay Larkin Field),General aviation airports,GA,Florida,Palatka
,KFIN,Flagler Executive Airport,General aviation airports,GA,Florida,Palm Coast
FPY,KFPY,Perry-Foley Airport,General aviation airports,GA,Florida,Perry
,KPCM,Plant City Airport,General aviation airports,GA,Florida,Plant City
PPM,KPMP,Pompano Beach Airpark,General aviation airports,GA,Florida,Pompano Beach
,,Quincy Municipal Airport,General aviation airports,GA,Florida,Quincy
,,Sebastian Municipal Airport,General aviation airports,GA,Florida,Sebastian
SEF,KSEF,Sebring Regional Airport,General aviation airports,GA,Florida,Sebring
